"iso_code","continent","location","date","c2_workplace_closing","c2_workplace_closing_cubed","cum_c2_workplace_closing","cum_c2_workplace_closing_cubed","c6_stay_at_home_requirements","c6_stay_at_home_requirements_cubed","cum_c6_stay_at_home_requirements","cum_c6_stay_at_home_requirements_cubed","c7_restrictions_on_internal_movement","c7_restrictions_on_internal_movement_cubed","cum_c7_restrictions_on_internal_movement","cum_c7_restrictions_on_internal_movement_cubed","h6_facial_coverings","h6_facial_coverings_cubed","cum_h6_facial_coverings","cum_h6_facial_coverings_cubed","total_restrictions","total_restrictions_cubed","total_deaths_per_million","stringency_index_for_display","government_response_index_for_display","containment_health_index_for_display","economic_support_index_for_display","date_first_death_days","max_stringency","population_density"
"DNK","Europe","Denmark","2021-12-30",2,8,1228,5200,0,0,421,421,0,0,80,80,2,8,1095,5133,2824,10834,560.095,47.22,52.6,60.12,0,28.458333333333332,72.22,136.52
"EST","Europe","Estonia","2021-12-30",2,8,908,4298,0,0,165,501,0,0,110,440,2,8,1010,3458,2193,8697,1454.888,46.3,47.92,54.76,0,39.45833333333333,77.78,31.033
"FIN","Europe","Finland","2021-12-30",1,1,932,2756,0,0,406,406,0,0,92,200,1,1,645,1485,2075,4847,306.036,31.94,51.82,48.51,75,21.458333333333332,71.3,18.136
"FRA","Europe","France","2021-12-30",2,8,1388,7388,0,0,644,2450,2,8,797,2849,3,27,2059,24931,4888,37618,1833.467,72.22,70.31,76.79,25,0.4583333333333333,87.96,122.578
"DEU","Europe","Germany","2021-12-30",2,8,1373,6617,2,8,739,2389,2,8,797,2531,2,8,1273,5077,4182,16614,1330.171,63.89,66.67,70.83,37.5,23.458333333333332,85.19,237.016
"GRC","Europe","Greece","2021-12-30",2,8,1202,5408,2,8,1048,3652,2,8,1053,3639,3,27,1801,20323,5104,33022,1996.77,77.78,82.29,81.55,87.5,25.458333333333332,88.89,83.479
"HUN","Europe","Hungary","2021-12-30",2,8,919,3589,0,0,707,2435,0,0,221,443,2,8,1297,6253,3144,12720,4058.89,40.74,54.69,50,87.5,29.458333333333332,79.63,108.043
"ISL","Europe","Iceland","2021-12-30",1,1,786,2148,0,0,0,0,0,0,0,0,2,8,1065,4995,1851,7143,100.328,37.96,52.6,45.83,100,35.45833333333333,65.74,3.404
"IRL","Europe","Ireland","2021-12-30",2,8,1496,9806,0,0,611,2075,0,0,676,2530,3,27,1430,11180,4213,25591,1186.457,50,68.23,63.69,100,25.458333333333332,90.74,69.874
"ITA","Europe","Italy","2021-12-30",2,8,1570,9886,2,8,1322,5270,2,8,1277,4943,3,27,2294,32606,6463,52705,2273.526,73.15,80.21,80.95,75,6.458333333333333,93.52,205.859
"LVA","Europe","Latvia","2021-12-30",2,8,1194,5334,1,1,278,428,0,0,0,0,3,27,1357,9031,2829,14793,2443.043,57.41,60.94,62.5,50,48.45833333333333,70.37,31.212
"LIE","Europe","Liechtenstein","2021-12-30",1,1,997,3571,1,1,535,535,0,0,10,10,3,27,1240,6334,2782,10450,1803.733,62.96,60.94,69.64,0,49.45833333333333,67.59,237.012
"LTU","Europe","Lithuania","2021-12-30",2,8,1101,5367,0,0,476,1220,0,0,379,1069,2,8,1182,7128,3138,14784,2741.033,50,56.25,57.14,50,38.45833333333333,87.04,45.135
"LUX","Europe","Luxembourg","2021-12-30",1,1,895,2983,0,0,752,2324,0,0,139,355,2,8,1410,7974,3196,13636,1436.641,46.3,53.12,57.14,25,28.458333333333332,79.63,231.447
"MLT","Europe","Malta","2021-12-30",1,1,872,3524,0,0,153,567,0,0,267,1005,4,64,1989,24597,3281,29693,922.302,43.52,59.37,58.93,62.5,53.45833333333333,87.04,1454.037
"MDA","Europe","Moldova","2021-12-30",1,1,1175,4937,0,0,607,1783,0,0,503,1193,3,27,1532,11996,3817,19909,2408.037,47.22,52.86,55.06,37.5,32.45833333333333,87.04,123.655
"MCO","Europe","Monaco","2021-12-30",3,27,1215,5463,0,0,745,2323,0,0,348,816,3,27,1798,16810,4106,25412,961.538,49.07,66.67,65.48,75,43.45833333333333,87.96,19347.5
"NLD","Europe","Netherlands","2021-12-30",2,8,1400,6998,1,1,649,1513,0,0,347,347,3,27,1204,5536,3600,14394,1220.922,63.89,69.79,72.62,50,20.458333333333332,82.41,508.544
"NOR","Europe","Norway","2021-12-30",2,8,1038,4854,1,1,340,340,0,0,427,637,2,8,828,3066,2633,8897,238.765,51.85,56.77,59.52,37.5,28.458333333333332,79.63,14.462
"POL","Europe","Poland","2021-12-30",2,8,1108,4486,0,0,512,632,0,0,423,813,3,27,1512,10008,3555,15939,2550.864,39.81,53.12,46.43,100,26.458333333333332,87.04,124.027
"PRT","Europe","Portugal","2021-12-30",2,8,1418,7172,0,0,634,2116,0,0,232,814,3,27,1564,11506,3848,21608,1862.426,42.59,60.94,58.93,75,31.458333333333332,87.96,112.371
"ROU","Europe","Romania","2021-12-30",1,1,915,2451,2,8,809,2597,1,1,666,2286,3,27,1663,22069,4053,29403,3069.568,52.78,63.02,63.1,62.5,36.45833333333333,87.04,85.129
"SMR","Europe","San Marino","2021-12-30",1,1,740,1832,0,0,529,1369,0,0,276,438,3,27,1228,11074,2773,14713,2910.909,43.52,57.29,54.76,75,14.458333333333332,92.59,556.667
"SRB","Europe","Serbia","2021-12-30",0,0,1022,4052,1,1,682,1900,0,0,374,734,3,27,1472,11528,3550,18214,1846.455,28.7,47.92,44.05,75,34.45833333333333,100,80.291
"SVK","Europe","Slovakia","2021-12-30",3,27,1003,3967,2,8,582,2064,0,0,533,1619,3,27,1938,21810,4056,29460,3045.913,58.8,64.32,61.01,87.5,46.45833333333333,87.04,113.128
"SVN","Europe","Slovenia","2021-12-30",2,8,1016,4208,1,1,494,1538,0,0,442,1672,3,27,1788,17874,3740,25292,2685.784,59.26,64.9,63.45,75,28.458333333333332,89.81,102.619
"ESP","Europe","Spain","2021-12-30",2,8,1233,5295,1,1,942,3258,0,0,782,2816,4,64,1967,23927,4924,35296,1912.602,44.91,63.28,59.82,87.5,17.458333333333332,85.19,93.105
"SWE","Europe","Sweden","2021-12-30",1,1,683,1817,0,0,553,553,0,0,333,333,0,0,291,987,1860,3690,1506.866,49.07,45.31,48.21,25,24.458333333333332,69.44,24.718
"CHE","Europe","Switzerland","2021-12-30",2,8,1313,5987,0,0,347,347,0,0,81,81,3,27,1420,9484,3161,15899,1400.494,52.78,59.9,63.1,37.5,20.458333333333332,73.15,214.243
"UKR","Europe","Ukraine","2021-12-30",1,1,1120,4504,0,0,469,469,2,8,1054,4078,2,8,1745,14345,4388,23396,2343.097,51.85,58.33,59.52,50,27.458333333333332,88.89,77.39
"GBR","Europe","United Kingdom","2021-12-30",2,8,1492,8758,0,0,570,1650,0,0,778,2806,3,27,1670,14030,4510,27244,2177.691,48.61,51.04,54.76,25,20.458333333333332,87.96,272.898
